SMILES1,SMILES2,cocrystal,mol1_top1_pos,mol1_top1_val,mol2_top1_pos,mol2_top1_val,mol1_top2_pos,mol1_top2_val,mol2_top2_pos,mol2_top2_val,mol1_top3_pos,mol1_top3_val,mol2_top3_pos,mol2_top3_val,mol1_top4_pos,mol1_top4_val,mol2_top4_pos,mol2_top4_val,mol1_top5_pos,mol1_top5_val,mol2_top5_pos,mol2_top5_val,mol1_top6_pos,mol1_top6_val,mol2_top6_pos,mol2_top6_val
O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,O=S1(=O)CCCC1,1,13.0,1.181355,7.0,0.973194,4.0,0.841433,6.0,0.320456,7.0,0.805411,3.0,0.285254,5.0,0.483912,4.0,0.19418,2.0,0.479584,2.0,0.153012,8.0,0.351003,5.0,0.004757
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,S1C=CSC1=C1SC=CS1,1,5.0,0.914874,7.0,0.232059,14.0,0.754078,2.0,0.061356,7.0,0.695787,4.0,0.054212,3.0,0.633917,3.0,0.022959,15.0,0.365263,None,None,12.0,0.320753,None,None
C(Cc1ccncc1)c1ccncc1,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,1,14.0,1.143549,10.0,0.970793,3.0,1.108233,3.0,0.815568,5.0,0.772895,16.0,0.712096,4.0,0.647656,5.0,0.654903,8.0,0.514802,15.0,0.53482,2.0,0.3773,11.0,0.524682
O=C(NCc1ccncc1)C(=O)NCc1ccncc1,OC(=O)Cc1ccc(cc1)N(=O)=O,1,2.0,0.647025,4.0,0.969292,16.0,0.571399,5.0,0.948715,15.0,0.549842,7.0,0.839645,13.0,0.474605,1.0,0.227914,1.0,0.465685,13.0,0.153745,17.0,0.446299,12.0,0.013047
CN1C(=O)N(C)C2=C(NC=N2)C1=O,O=CNCCNC=O,1,9.0,0.852833,3.0,0.528465,2.0,0.722151,2.0,0.339245,13.0,0.506376,6.0,0.265511,3.0,0.442131,1.0,0.227815,1.0,0.224375,None,None,None,None,None,None
C1CCNCC1,Oc1ccc(O)cc1,1,1.0,1.306437,7.0,0.641346,5.0,0.630725,4.0,0.517952,4.0,0.254566,8.0,0.320206,6.0,0.120862,2.0,0.276097,2.0,0.11676,None,None,None,None,None,None
C1=CC(=CC(=C1)N)C(=O)O,C1=CC(=CN=C1)C(=O)N,0,3.0,-0.356615,3.0,-0.714601,1.0,-0.298642,8.0,-0.504921,8.0,-0.192654,1.0,-0.303604,6.0,-0.143569,6.0,-0.2011,4.0,-0.134948,None,None,2.0,-0.045708,None,None
CC(=O)C=Cc1ccc2cc(O)cc(O)c2c1,CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,1,15.0,0.499164,16.0,0.764799,6.0,0.400926,14.0,0.679619,17.0,0.380271,5.0,0.35431,11.0,0.36397,23.0,0.272238,16.0,0.287284,18.0,0.256816,13.0,0.278404,10.0,0.162938
NC(=O)N1c2ccccc2C=Cc2ccccc12,OC(=O)c1ccccc1O,1,8.0,0.487973,2.0,0.986655,13.0,0.40162,3.0,0.978025,17.0,0.36263,7.0,0.598924,16.0,0.340225,9.0,0.587454,5.0,0.259805,1.0,0.399695,6.0,0.249561,None,None
CN(C)c1ccc(C=CC(O)=O)cc1,OC(=O)C=Cc1c(F)c(F)c(F)c(F)c1F,1,14.0,0.367376,15.0,0.724615,13.0,0.155585,16.0,0.670859,10.0,0.10434,14.0,0.567571,None,None,4.0,0.428991,None,None,10.0,0.384752,None,None,13.0,0.377598
CN1C(=O)N(C)C2=C(NC=N2)C1=O,OC(=O)c1cc(ccc1O)c1ccc(F)cc1F,1,7.0,0.569111,16.0,0.837441,9.0,0.5344,6.0,0.486026,4.0,0.482679,2.0,0.464698,8.0,0.417138,3.0,0.272089,13.0,0.308334,5.0,0.26173,1.0,0.292432,7.0,0.258205
CC(=O)C(C)(C)C,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,1,5.0,0.75221,16.0,1.150641,3.0,0.186974,27.0,1.144978,None,None,12.0,0.854075,None,None,6.0,0.792108,None,None,14.0,0.642256,None,None,23.0,0.459885
C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,0,4.0,-0.574283,5.0,-0.798033,1.0,-0.418485,21.0,-0.792294,13.0,-0.329471,16.0,-0.410412,8.0,-0.327469,17.0,-0.408996,6.0,-0.234529,2.0,-0.353493,11.0,-0.088559,11.0,-0.173085
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,Cc1ccc(O)cc1,1,2.0,0.603364,2.0,1.032904,9.0,0.464022,4.0,0.908426,13.0,0.405136,7.0,0.45543,8.0,0.325921,5.0,0.215233,6.0,0.278243,None,None,4.0,0.202825,None,None
C(CCCC(=O)O)CCCC(=O)O,CC(C(C)C(=O)O)C(=O)O,0,9.0,-1.163038,2.0,-0.431113,13.0,-0.757062,9.0,-0.323779,1.0,-0.685011,4.0,-0.115808,10.0,-0.483583,1.0,-0.078112,3.0,-0.476539,10.0,-0.032414,4.0,-0.402253,None,None
c1ccc2nc3ccccc3cc2c1,OC(=O)c1cccc(Br)c1,1,11.0,1.035971,8.0,0.915924,2.0,0.865815,10.0,0.719404,12.0,0.551046,9.0,0.544601,4.0,0.350834,1.0,0.32292,5.0,0.05312,6.0,0.119336,None,None,None,None
C(N1C=Nc2ccccc12)c1ccncc1,Fc1c(F)c(I)c(F)c(F)c1I,1,8.0,0.858528,10.0,0.67901,5.0,0.238959,2.0,0.324673,7.0,0.121485,11.0,0.204947,None,None,5.0,0.186629,None,None,1.0,0.185382,None,None,3.0,0.046956
c1cncc(c1)C=NN=Cc1cccnc1,OC(=O)Cc1ccccc1,1,7.0,0.916822,2.0,0.575136,3.0,0.896068,8.0,0.355315,11.0,0.608813,4.0,0.230101,12.0,0.46906,None,None,1.0,0.411334,None,None,6.0,0.40331,None,None
c1ccc2nc3ccccc3nc2c1,Fc1c(F)c(F)c(I)c(I)c1F,1,4.0,0.742801,4.0,0.419046,2.0,0.682967,12.0,0.283734,6.0,0.67076,3.0,0.233148,11.0,0.418437,2.0,0.197951,8.0,0.327598,11.0,0.190606,7.0,0.215346,None,None
COc1nc(OC)nc(OC)n1,Oc1ccc(cc1)c1cc(cc(c1)c1ccc(O)cc1)c1ccc(O)cc1,1,9.0,0.848253,11.0,1.151986,7.0,0.35536,25.0,1.027314,10.0,0.22886,27.0,0.555247,6.0,0.208988,3.0,0.543268,11.0,0.037914,10.0,0.474812,8.0,0.016591,14.0,0.439476
CCC1(CC)C(=O)NC(=O)NC1=O,Nc1nc(Nc2ccc(I)cc2)nc(Nc2ccc(cc2)C#N)n1,1,2.0,0.951198,12.0,0.957101,6.0,0.432038,5.0,0.699564,7.0,0.4121,4.0,0.653822,5.0,0.315665,20.0,0.53894,None,None,3.0,0.511373,None,None,7.0,0.407069
CCN1c2ccccc2C(=C1c1ccccc1)N=NC1=C(N(CC)c2ccccc12)c1ccccc1,N#CC(C#N)=C(C#N)C#N,1,32.0,0.589292,9.0,0.921304,35.0,0.44643,6.0,0.794956,33.0,0.432912,3.0,0.633181,4.0,0.359819,10.0,0.5503,7.0,0.358325,4.0,0.270803,27.0,0.350773,8.0,0.055778
CCCCCCCCCCc1ccc2c(SC3=C2Sc2cc(CCCCCCCCCC)ccc32)c1,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1,36.0,1.132998,3.0,0.869754,29.0,0.871339,8.0,0.638191,17.0,0.823113,11.0,0.435885,18.0,0.700271,1.0,0.302817,5.0,0.656354,12.0,0.272255,15.0,0.640413,16.0,0.235113
CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1,Fc1c(F)c(I)c(F)c(F)c1I,1,23.0,0.852631,9.0,0.687394,17.0,0.793046,5.0,0.677989,5.0,0.699432,8.0,0.132183,14.0,0.52622,4.0,0.128622,18.0,0.380974,2.0,0.033788,3.0,0.378345,None,None
O=C(NCCCCCCNC(=O)c1cccnc1)c1cccnc1,OC(=O)CCCCCCCCCCC(O)=O,1,24.0,0.77814,14.0,0.937433,6.0,0.521574,2.0,0.643237,7.0,0.46734,4.0,0.569283,15.0,0.422071,7.0,0.320811,21.0,0.310244,5.0,0.032658,5.0,0.226418,8.0,0.021933
Cc1ccncc1,OC1(c2ccccc2c2ccccc12)c1cc2ccccc2cc1c1cc2ccccc2cc1C1(O)c2ccccc2c2ccccc12,1,4.0,0.799855,23.0,1.387049,5.0,0.204913,41.0,1.292963,3.0,0.135309,12.0,0.894079,None,None,35.0,0.783189,None,None,38.0,0.781455,None,None,32.0,0.717387
FC1=CNC(=O)NC1=O,NC1=NC(=O)NC=C1F,1,1.0,0.653397,4.0,0.552855,3.0,0.379638,7.0,0.520701,4.0,0.072089,6.0,0.430172,5.0,0.054165,8.0,0.429932,None,None,2.0,0.319,None,None,None,None
C(Cc1ccncc1)c1ccncc1,OC(=O)c1ccc(cc1)C(O)=O,1,10.0,0.485255,2.0,1.149647,14.0,0.259101,5.0,0.76404,4.0,0.135398,1.0,0.535672,12.0,0.073733,3.0,0.393936,None,None,10.0,0.345963,None,None,11.0,0.012035
CC(C)NC(C)C,OC1(C#C)c2cccc(Cl)c2C(O)(C#C)c2cccc(Cl)c12,1,7.0,0.476724,5.0,0.850086,3.0,0.389022,11.0,0.651335,4.0,0.324259,16.0,0.466779,2.0,0.050041,9.0,0.338749,1.0,0.013396,4.0,0.17403,None,None,15.0,0.076873
CCCN,OC(c1ccccc1)(c1cccc2ccccc12)c1cccc2ccccc12,1,4.0,0.758411,28.0,0.909756,None,None,3.0,0.815536,None,None,16.0,0.60866,None,None,17.0,0.458864,None,None,8.0,0.28139,None,None,6.0,0.212902
CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,14.0,0.392546,9.0,1.181126,16.0,0.349545,11.0,1.110793,1.0,0.34938,2.0,0.904232,10.0,0.321399,7.0,0.607171,4.0,0.225686,10.0,0.341572,15.0,0.220558,5.0,0.246589
NC(=O)c1cccnc1,NC(=O)N1c2ccccc2C=Cc2ccccc12,1,1.0,0.656937,7.0,1.090011,8.0,0.092508,11.0,0.772055,7.0,0.036964,4.0,0.582632,None,None,1.0,0.564247,None,None,18.0,0.542435,None,None,5.0,0.413819
c1cc(ccn1)c1ccncc1,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,1,4.0,0.914858,2.0,1.127978,8.0,0.613814,15.0,0.894871,12.0,0.547255,8.0,0.831496,1.0,0.535252,3.0,0.665436,11.0,0.355501,9.0,0.501595,5.0,0.239668,18.0,0.490253
CCCC1=NN(C)C2=C1N=C(NC2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1,OC(=O)CCCCC(O)=O,1,4.0,1.409665,2.0,0.606406,29.0,0.892997,9.0,0.213321,21.0,0.809519,None,None,2.0,0.765935,None,None,26.0,0.585181,None,None,11.0,0.531883,None,None
c1cc(ccn1)C=Cc1ccncc1,Oc1ccc(cc1)C1(c2ccc(O)cc2)c2ccccc2c2ccccc12,1,10.0,0.687735,7.0,1.110778,4.0,0.610763,19.0,0.720275,7.0,0.505448,26.0,0.638078,5.0,0.367956,14.0,0.616922,9.0,0.199247,5.0,0.592317,8.0,0.131028,23.0,0.316723
c1cnccn1,OC(=O)C(O)=O,1,6.0,0.311062,6.0,0.418095,5.0,0.303314,3.0,0.355834,1.0,0.240567,4.0,0.240396,None,None,None,None,None,None,None,None,None,None,None,None
NC(C(N)c1ccccc1)c1ccccc1,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,1,7.0,1.578532,20.0,0.628245,13.0,1.04472,9.0,0.583982,8.0,0.694629,16.0,0.574336,5.0,0.616073,5.0,0.518938,1.0,0.602284,6.0,0.51469,2.0,0.477372,13.0,0.448156
COc1cccc(OC)c1C1=CC(=O)c2ccccc2O1,Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,1,17.0,0.955431,6.0,0.887791,12.0,0.67062,1.0,0.734775,2.0,0.624929,2.0,0.575318,10.0,0.508523,10.0,0.264277,11.0,0.473178,8.0,0.248655,14.0,0.341662,12.0,0.112379
FC(F)(F)c1cc(cc(c1)C(F)(F)F)C#CI,O1C=CC=C1C1=CC=C(S1)c1ccncc1,1,12.0,0.790885,9.0,0.62098,16.0,0.731201,10.0,0.208229,4.0,0.6798,16.0,0.199779,7.0,0.540365,13.0,0.14456,10.0,0.483773,None,None,5.0,0.364463,None,None
CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,Nc1cccc(F)c1,1,5.0,1.244137,3.0,0.42403,4.0,1.219037,1.0,0.365209,11.0,1.123742,6.0,0.346736,22.0,0.715215,2.0,0.293703,10.0,0.629684,7.0,0.198828,6.0,0.568126,None,None
NC(=O)c1ccncc1,OC(=O)c1ccc(F)cc1,1,9.0,0.765013,2.0,0.558463,3.0,0.457377,3.0,0.529647,1.0,0.353372,7.0,0.472186,5.0,0.322297,5.0,0.170875,6.0,0.256596,6.0,0.167275,2.0,0.171494,None,None
O=C1CNC(=O)CN1,OC(=O)c1cc(O)cc(O)c1,1,5.0,0.815737,8.0,0.941765,2.0,0.457808,3.0,0.764571,8.0,0.13574,9.0,0.451411,7.0,0.122863,10.0,0.440277,None,None,7.0,0.088348,None,None,6.0,0.068346
Cc1cc(C)c(C#N)c(C)c1,Fc1c(F)c(F)c(I)c(F)c1F,1,7.0,0.779122,6.0,0.720259,3.0,0.355937,3.0,0.632193,9.0,0.247583,11.0,0.546387,8.0,0.226145,5.0,0.482532,5.0,0.206229,8.0,0.438757,1.0,0.09589,10.0,0.25994
C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0,3.0,-1.044069,11.0,-1.084011,2.0,-0.517412,6.0,-0.546899,5.0,-0.442334,2.0,-0.110378,4.0,-0.261538,None,None,6.0,-0.209879,None,None,10.0,-0.107296,None,None
C1=CC=C(C=C1)C(=O)N,COC1=CC=CC=C1C(=O)N,0,4.0,-0.147831,9.0,-0.343522,8.0,-0.146696,6.0,-0.218415,None,None,2.0,-0.1389,None,None,10.0,-0.109019,None,None,3.0,-0.067762,None,None,5.0,-0.027576
Cc1ccc2ccccc2n1,Nc1ccccc1C(O)=O,1,7.0,1.209411,5.0,0.859706,9.0,1.082292,9.0,0.578138,10.0,0.681911,7.0,0.369757,4.0,0.511943,2.0,0.332985,1.0,0.354856,4.0,0.270928,2.0,0.163569,None,None
OC(C(O)C(O)=O)C(O)=O,OC1CCCCC1O,1,9.0,0.765101,3.0,0.185194,10.0,0.581501,2.0,0.037897,4.0,0.383254,4.0,0.030131,5.0,0.352867,None,None,None,None,None,None,None,None,None,None
CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O,COC1=CC=CNC1=O,1,12.0,0.826516,3.0,1.018865,14.0,0.782703,8.0,0.510632,4.0,0.594324,6.0,0.418483,25.0,0.590842,4.0,0.317311,11.0,0.536378,1.0,0.152192,7.0,0.53014,None,None
CC1=NC=C(N1CCO)N(=O)=O,OC(=O)c1cc(O)c(O)c(O)c1,1,10.0,0.612958,7.0,0.994401,5.0,0.588553,3.0,0.736895,6.0,0.114503,9.0,0.538204,1.0,0.111895,6.0,0.381316,7.0,0.081104,10.0,0.215688,11.0,0.071274,1.0,0.160572
CC(C)CC(C)O,OC(=O)C(OC(=O)c1ccccc1)C(OC(=O)c1ccccc1)C(O)=O,1,3.0,0.554275,3.0,0.980505,6.0,0.503522,26.0,0.87748,1.0,0.117819,19.0,0.871805,7.0,0.008041,21.0,0.782642,None,None,15.0,0.704464,None,None,16.0,0.570483
NC(=O)c1cccnc1,OC(=O)CCCCCCCC(O)=O,1,2.0,0.916971,1.0,0.586051,4.0,0.672522,13.0,0.498283,8.0,0.391276,9.0,0.439571,3.0,0.352897,8.0,0.396082,5.0,0.30887,7.0,0.316159,None,None,5.0,0.157075
CN1C(=O)N(C)C2=C(NC=N2)C1=O,OC(=O)CCCC(O)=O,1,1.0,0.805104,3.0,0.714619,3.0,0.707957,4.0,0.313276,12.0,0.357723,5.0,0.082007,11.0,0.231279,None,None,5.0,0.181717,None,None,10.0,0.120701,None,None
NS(=O)(=O)c1ccccc1,O=C1CCCCCN1,1,8.0,1.093407,1.0,1.06086,9.0,0.310138,4.0,0.751036,7.0,0.20257,5.0,0.387548,10.0,0.077667,None,None,None,None,None,None,None,None,None,None
CC(=O)Nc1ccc(O)cc1,OC(=O)c1cc[nH+]c(c1)C(=O)[O-],1,9.0,1.066993,10.0,0.294857,8.0,0.976233,1.0,0.112519,10.0,0.537519,6.0,0.063599,2.0,0.53044,2.0,0.022284,5.0,0.46495,None,None,4.0,0.370696,None,None
c1cc(ccn1)c1ccncc1,Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,1,4.0,0.579624,7.0,0.928423,6.0,0.46945,1.0,0.821191,11.0,0.466695,4.0,0.626317,9.0,0.433031,3.0,0.407351,10.0,0.328191,11.0,0.192222,8.0,0.243653,14.0,0.11096
C(Cc1ccncc1)c1ccncc1,Cc1ccc(cc1)S(=O)(=O)C(I)I,1,6.0,1.157961,5.0,0.785886,3.0,0.50906,2.0,0.506314,7.0,0.449661,10.0,0.443464,11.0,0.247065,12.0,0.265501,9.0,0.203566,1.0,0.222068,5.0,0.00826,8.0,0.172883
FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,N#CCCCCCCC#N,1,13.0,0.912645,6.0,0.923922,11.0,0.562325,1.0,0.820328,6.0,0.278966,2.0,0.693237,9.0,0.246016,8.0,0.583714,8.0,0.195364,10.0,0.157179,7.0,0.137313,None,None
Cc1ccccc1CC#N,N#Cc1cc(C#N)c(cc1C#N)C#N,1,10.0,0.521625,9.0,0.435024,9.0,0.455232,4.0,0.403173,6.0,0.365242,11.0,0.250179,7.0,0.319545,13.0,0.242601,8.0,0.296304,5.0,0.078794,5.0,0.182148,12.0,0.03866
C(C=CN1C=CN=C1)=CN1C=CN=C1,COc1cc(O)cc(O)c1,1,8.0,0.733393,1.0,0.987846,11.0,0.702289,10.0,0.333883,13.0,0.245548,8.0,0.157598,4.0,0.231054,4.0,0.149551,2.0,0.099681,None,None,1.0,0.087507,None,None
C(CC(=O)O)CC(=O)O,C1=CC=C(C=C1)C(=O)O,0,6.0,-0.92022,1.0,-0.621264,1.0,-0.643219,8.0,-0.494935,3.0,-0.610348,2.0,-0.272499,7.0,-0.301953,6.0,-0.180217,8.0,-0.198259,5.0,-0.152803,None,None,None,None
C1c2cc3ccccc3cc2Cc2cc3ccccc3cc12,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,1,19.0,0.70293,9.0,0.933368,15.0,0.565886,3.0,0.775819,7.0,0.54579,18.0,0.649721,12.0,0.504996,22.0,0.589973,11.0,0.334212,15.0,0.574419,2.0,0.216279,19.0,0.521555
Oc1cccc(O)c1,OCCN1C(=O)c2ccccc2C1=O,1,1.0,0.356573,13.0,1.159434,5.0,0.19174,5.0,1.023844,8.0,0.152775,14.0,0.93668,3.0,0.121911,6.0,0.875115,6.0,0.09246,12.0,0.440231,7.0,0.039974,9.0,0.41602
C(CCCCCC(=O)O)CCCCC(=O)O,C1=C(N=CC(=N1)Br)N,0,5.0,-1.146968,7.0,-0.722464,16.0,-1.037605,6.0,-0.410046,6.0,-0.852379,1.0,-0.310952,4.0,-0.712967,3.0,-0.260925,3.0,-0.432432,4.0,-0.204512,14.0,-0.343142,5.0,-0.17308
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],0,4.0,-1.033871,9.0,-0.560869,11.0,-0.533227,13.0,-0.268284,12.0,-0.463889,4.0,-0.254987,7.0,-0.453475,3.0,-0.201134,5.0,-0.365305,6.0,-0.201004,2.0,-0.280937,12.0,-0.1432
CCCCCCC(O)=O,Nc1ncnc(N)n1,1,7.0,0.925451,7.0,1.002596,1.0,0.628887,1.0,0.757752,9.0,0.616216,3.0,0.60482,3.0,0.500472,6.0,0.104003,2.0,0.351234,4.0,0.016811,4.0,0.335517,None,None
Fc1ccc([NH+]=Cc2c([O-])ccc3ccccc23)cc1,OC(=O)c1cc(O)cc(O)c1,1,14.0,1.233015,1.0,0.792919,16.0,0.602622,10.0,0.730823,10.0,0.577714,7.0,0.173114,2.0,0.511479,None,None,1.0,0.506812,None,None,18.0,0.303876,None,None
NC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,OC(=O)c1ccc(O)cc1,1,14.0,0.964087,4.0,0.647213,7.0,0.955682,1.0,0.577475,13.0,0.4978,3.0,0.131568,9.0,0.30955,9.0,0.099459,3.0,0.243466,10.0,0.019569,11.0,0.05832,None,None
Cc1cccc(C)c1N,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,1,4.0,0.528718,5.0,1.053308,2.0,0.4397,22.0,0.923606,7.0,0.2935,2.0,0.891125,5.0,0.193315,26.0,0.599015,6.0,0.174376,25.0,0.439299,3.0,0.04222,15.0,0.365951
Cc1[nH+]c(nc(C)c1)[N-]S(=O)(=O)c1ccc(N)cc1,NC(=O)c1ccccn1,1,2.0,0.708016,7.0,0.766675,15.0,0.578566,3.0,0.384416,6.0,0.455282,8.0,0.314843,5.0,0.327089,6.0,0.281539,12.0,0.299312,None,None,14.0,0.276672,None,None
Cc1cc(C)cc(NC(=O)C(=O)Nc2cc(C)cc(C)c2)c1,OC(=O)c1c(F)c(F)c(F)c(F)c1F,1,19.0,0.583883,9.0,0.59429,2.0,0.559917,13.0,0.570805,16.0,0.528735,10.0,0.158604,1.0,0.49263,7.0,0.153004,18.0,0.422637,5.0,0.072208,10.0,0.412586,None,None
O=C(NCc1ccncc1)C(=O)NCc1ccncc1,OCC1=CC#CC#CC=C(CO)C#CC#CC(=CC#CC#CC=C(CO)C#CC#C1)CO,1,19.0,0.762681,1.0,0.836589,18.0,0.666943,13.0,0.690464,20.0,0.430198,20.0,0.613173,5.0,0.264968,26.0,0.251413,None,None,30.0,0.210248,None,None,24.0,0.201072
NC(=O)c1ccc(O)cc1,OC(=O)c1ccccc1O,1,5.0,0.843632,4.0,1.426055,4.0,0.576683,1.0,0.533272,3.0,0.383059,6.0,0.317305,8.0,0.341342,5.0,0.285985,6.0,0.235731,7.0,0.085054,None,None,None,None
C(Cc1ccncc1)c1ccncc1,IC#Cc1cccc2cc3cccc(C#CI)c3cc12,1,11.0,0.532438,8.0,0.904219,13.0,0.250058,15.0,0.749712,10.0,0.231503,9.0,0.566218,8.0,0.203172,2.0,0.429586,5.0,0.176916,1.0,0.394257,1.0,0.033008,3.0,0.385771
O=C(Nc1ccccc1)Nc1cccc(c1)C#N,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,1,10.0,0.575716,12.0,1.686053,3.0,0.477137,3.0,1.107521,6.0,0.419126,10.0,0.746567,2.0,0.349568,2.0,0.520453,7.0,0.334837,16.0,0.439729,13.0,0.327021,13.0,0.379044
NC(=O)c1cccc(c1)N(=O)=O,OC(=O)c1ccccc1O,1,4.0,0.975177,6.0,0.964616,10.0,0.930472,10.0,0.564255,11.0,0.665165,5.0,0.519886,5.0,0.621836,7.0,0.310321,9.0,0.461128,4.0,0.287669,1.0,0.058709,9.0,0.07566
C(C(=O)O)Cl,COC1=C(C=CC(=C1)C=O)O,0,2.0,-0.258786,10.0,-0.568717,4.0,-0.086685,1.0,-0.472809,3.0,-0.045694,3.0,-0.464257,None,None,5.0,-0.453928,None,None,6.0,-0.343715,None,None,8.0,-0.292051
C(CC(=O)O)C(=O)O,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,0,1.0,-0.962494,11.0,-0.896266,2.0,-0.277546,17.0,-0.54698,5.0,-0.083006,24.0,-0.474284,None,None,4.0,-0.441008,None,None,19.0,-0.284518,None,None,3.0,-0.237472
C(N1C=CN=C1C1=NC=CN1)c1cccnc1,OC(=O)CCCCCCCCC(O)=O,1,7.0,0.673852,4.0,0.828447,2.0,0.550334,5.0,0.748773,9.0,0.406786,7.0,0.685917,8.0,0.378409,14.0,0.511989,16.0,0.313172,12.0,0.448717,10.0,0.197784,2.0,0.433487
O=C1CCCC1,O=N(=O)c1ccc(cc1)S(=O)(=O)Nc1ccc(NS(=O)(=O)c2ccc(cc2)N(=O)=O)cc1,1,3.0,0.316469,6.0,0.84001,5.0,0.314357,12.0,0.745842,6.0,0.292845,23.0,0.710456,2.0,0.130778,7.0,0.658508,None,None,32.0,0.554681,None,None,2.0,0.547758
NC(=O)c1ccc(O)cc1,OC(=O)CCCC(O)=O,1,8.0,0.854613,9.0,0.857247,4.0,0.520989,8.0,0.804075,7.0,0.43781,2.0,0.509843,6.0,0.372882,6.0,0.302171,2.0,0.290919,5.0,0.264129,10.0,0.25666,3.0,0.26347
NC(N)=O,OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O,1,4.0,0.481755,7.0,1.171251,1.0,0.092251,12.0,1.04489,None,None,14.0,0.665808,None,None,4.0,0.604113,None,None,5.0,0.564626,None,None,6.0,0.426025
C1CSCCS1,Fc1c(F)c(N=Nc2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c1I,1,6.0,0.282778,21.0,1.02508,4.0,0.176808,14.0,0.640102,None,None,10.0,0.623796,None,None,19.0,0.447829,None,None,12.0,0.439873,None,None,1.0,0.372435
C(=CC(=O)O)C(=O)O,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,0,5.0,-0.553957,2.0,-0.761833,8.0,-0.549585,4.0,-0.584547,1.0,-0.331092,15.0,-0.451787,6.0,-0.105847,14.0,-0.377997,None,None,8.0,-0.369769,None,None,10.0,-0.367887
C1CCNCC1,Fc1c(F)c(I)c(F)c(F)c1I,1,6.0,0.654149,12.0,0.894595,5.0,0.12853,10.0,0.568588,None,None,3.0,0.567516,None,None,5.0,0.448954,None,None,9.0,0.252243,None,None,11.0,0.140421
C1=CC(=CC(=C1)O)[N+](=O)[O-],CC1(C2CCC1(C(=O)C2)C)C,0,5.0,-0.250403,1.0,-1.278719,4.0,-0.216976,8.0,-0.731638,7.0,-0.116069,4.0,-0.211454,None,None,11.0,-0.095898,None,None,6.0,-0.043622,None,None,None,None
C1COCCOCCOCCOCCOCCO1,CNC(N)=S,1,10.0,0.953837,3.0,0.29763,4.0,0.694682,2.0,0.209889,12.0,0.446324,None,None,8.0,0.398011,None,None,2.0,0.237028,None,None,1.0,0.166311,None,None
Nc1nc(N)nc(N)n1,Oc1cccc(c1)N(=O)=O,1,1.0,0.380078,7.0,1.590325,9.0,0.325517,3.0,0.982713,2.0,0.313976,10.0,0.761058,6.0,0.259786,1.0,0.592216,None,None,2.0,0.306092,None,None,4.0,0.274928
C(CC(=O)O)C(C(=O)O)N,CC1=CC(=CC=C1)C(=O)O,0,9.0,-0.610024,9.0,-1.170645,1.0,-0.346339,8.0,-0.39658,10.0,-0.14567,6.0,-0.125495,3.0,-0.00739,None,None,None,None,None,None,None,None,None,None
CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1,CC12CN(CC1(C)C2)N=O,1,30.0,1.03712,1.0,0.412303,34.0,0.926472,4.0,0.335814,32.0,0.77413,6.0,0.235649,26.0,0.585747,2.0,0.233742,18.0,0.469856,None,None,24.0,0.350427,None,None
