SMILES1,SMILES2,cocrystal,mol1_top1_pos,mol1_top1_val,mol2_top1_pos,mol2_top1_val,mol1_top2_pos,mol1_top2_val,mol2_top2_pos,mol2_top2_val,mol1_top3_pos,mol1_top3_val,mol2_top3_pos,mol2_top3_val,mol1_top4_pos,mol1_top4_val,mol2_top4_pos,mol2_top4_val,mol1_top5_pos,mol1_top5_val,mol2_top5_pos,mol2_top5_val,mol1_top6_pos,mol1_top6_val,mol2_top6_pos,mol2_top6_val
NC1=Nc2ccc(OC(F)(F)F)cc2S1,OC(=O)CCCCCCCCC(O)=O,1,5.0,0.784951,10.0,1.001636,7.0,0.659681,2.0,0.705598,6.0,0.581846,5.0,0.2984,4.0,0.47323,6.0,0.085967,9.0,0.400908,14.0,0.007116,10.0,0.262454,None,None
C(Cc1ccncc1)c1ccncc1,CCCCOc1ccc(cc1)C(O)=O,1,7.0,1.118779,10.0,1.447231,8.0,0.896545,13.0,0.628866,13.0,0.637598,3.0,0.579071,3.0,0.214981,11.0,0.391558,6.0,0.128901,6.0,0.362853,None,None,2.0,0.287643
Cc1ccnc(N)n1,OC(=O)c1ccccc1N(=O)=O,1,4.0,0.580778,7.0,0.703256,7.0,0.234699,9.0,0.459201,None,None,6.0,0.417241,None,None,1.0,0.246004,None,None,10.0,0.237233,None,None,3.0,0.21448
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,OC(=O)c1ccccc1S,1,16.0,0.732979,3.0,0.738398,1.0,0.568735,4.0,0.527973,2.0,0.558408,2.0,0.174558,12.0,0.442814,5.0,0.140948,9.0,0.429969,9.0,0.113136,4.0,0.251186,8.0,0.087587
NC(=O)c1cccnc1,OC(=O)CC1=CNc2ccccc12,1,4.0,0.71072,13.0,0.896031,8.0,0.549753,12.0,0.62606,6.0,0.179407,4.0,0.583965,9.0,0.145109,10.0,0.439423,7.0,0.099835,3.0,0.430318,None,None,5.0,0.093982
c1ccc2nc3ccccc3cc2c1,Fc1c(I)c(F)c(I)c(F)c1I,1,3.0,0.79171,5.0,0.682925,13.0,0.60108,2.0,0.667844,5.0,0.335297,10.0,0.666735,12.0,0.196919,9.0,0.324546,2.0,0.110389,7.0,0.133157,4.0,0.029725,None,None
c1cc(ccn1)c1ccncc1,Oc1ccc(cc1)N=Cc1ccccc1O,1,2.0,0.687329,3.0,1.561346,8.0,0.685313,9.0,0.826788,1.0,0.646942,12.0,0.767681,9.0,0.360089,16.0,0.699936,5.0,0.30521,8.0,0.691406,11.0,0.244209,2.0,0.237941
c1ncc(cn1)c1cncnc1,Oc1cccc2c3cccc(O)c3c3c(O)cccc3c3cccc(O)c3c12,1,12.0,0.817657,23.0,0.688718,9.0,0.452902,1.0,0.649876,11.0,0.291283,2.0,0.586627,1.0,0.233337,20.0,0.556581,7.0,0.016458,5.0,0.408286,None,None,16.0,0.308039
Cc1cccc(NC(=O)c2ccc3cc(ccc3c2)C(=O)Nc2cccc(C)n2)n1,OC(=O)CCCCCCCCCCCCC(O)=O,1,1.0,1.131429,15.0,1.296811,18.0,1.047607,10.0,0.593286,4.0,0.959367,17.0,0.358112,24.0,0.659074,12.0,0.276544,3.0,0.509335,5.0,0.182493,22.0,0.481146,11.0,0.11276
CC12CCC3C(CC(=C)C4=CC(=O)C=CC34C)C1CCC2=O,NC(N)=S,1,16.0,0.808698,2.0,0.236843,5.0,0.738244,4.0,0.22442,18.0,0.645123,3.0,0.154414,17.0,0.594961,None,None,19.0,0.472236,None,None,3.0,0.321758,None,None
CC1=CN2C(=NC(=C2N=Cc2ccccc2)c2ccccc2)C=C1,OC(C#N)c1ccccc1,1,3.0,0.69001,3.0,0.837006,24.0,0.551755,5.0,0.611044,7.0,0.467085,1.0,0.221669,5.0,0.401711,10.0,0.148361,12.0,0.327835,4.0,0.121452,17.0,0.320962,2.0,0.119397
CC(c1ncncc1F)C(O)(CN1C=NC=N1)c1ccc(F)cc1F,OC(=O)c1cccc(c1)N(=O)=O,1,2.0,0.623818,8.0,0.768213,14.0,0.556788,2.0,0.560386,9.0,0.413433,12.0,0.546268,21.0,0.250132,11.0,0.307749,18.0,0.165027,3.0,0.180138,1.0,0.158511,9.0,0.070122
N1C=Nc2ccccc12,OC(=O)CC(O)=O,1,4.0,0.680943,4.0,0.633943,5.0,0.658491,5.0,0.506212,2.0,0.152967,None,None,None,None,None,None,None,None,None,None,None,None,None,None
c1cc(ccn1)C1C(C(C1c1ccncc1)c1ccncc1)c1ccncc1,OC(=O)C1C(C(C1C(O)=O)C(O)=O)C(O)=O,1,16.0,0.838428,3.0,1.015055,6.0,0.70851,10.0,0.805688,14.0,0.640114,11.0,0.522423,23.0,0.629834,6.0,0.520025,19.0,0.600203,5.0,0.501059,27.0,0.599661,14.0,0.238928
N1C=CC=N1,OC(=O)C(Cl)(Cl)Cl,1,1.0,0.230192,6.0,0.462221,2.0,0.207888,4.0,0.238736,None,None,2.0,0.238486,None,None,7.0,0.221222,None,None,None,None,None,None,None,None
N#Cc1ccncc1,OC(=O)c1ccc(Br)cc1,1,8.0,0.97978,1.0,0.851924,3.0,0.777458,3.0,0.67544,5.0,0.281521,None,None,7.0,0.256024,None,None,None,None,None,None,None,None,None,None
[C],Fc1c(F)c(F)c(F)c(F)c1F,1,1.0,0.171986,2.0,0.563836,None,None,11.0,0.52649,None,None,1.0,0.501507,None,None,12.0,0.33676,None,None,3.0,0.250527,None,None,9.0,0.080169
CC(=O)Nc1ccc(O)cc1,CN1CCN(C)CC1,1,11.0,0.955066,3.0,0.135822,1.0,0.867999,7.0,0.117396,5.0,0.440913,5.0,0.023429,9.0,0.124486,8.0,0.016445,8.0,0.114171,None,None,3.0,0.107021,None,None
C1CCCCc2ccc(COCC3=CN(N=N3)c3cccc(OCc4ccc(CCCC1)cc4)c3)cc2,C1CCCOc2ccc(CCCc3cccc(n3)c3cccc(n3)c3ccc(OCCC1)cc3)cc2,1,12.0,1.466092,13.0,0.849801,13.0,1.143683,26.0,0.847246,25.0,0.858556,33.0,0.686366,5.0,0.6403,14.0,0.671073,4.0,0.621204,9.0,0.525494,31.0,0.572618,11.0,0.519001
C1=CC=C(C=C1)C2=CC=CC=C2,CC(C)(C)CO,0,4.0,-0.560748,5.0,-0.687721,9.0,-0.517493,4.0,-0.541596,3.0,-0.477789,None,None,8.0,-0.34406,None,None,None,None,None,None,None,None,None,None
CC1=NC=C(N1CCOC(=O)c1ccccc1)N(=O)=O,Oc1cccc(O)c1,1,20.0,0.957665,2.0,0.689209,7.0,0.583444,7.0,0.463682,4.0,0.416485,6.0,0.380238,15.0,0.343596,1.0,0.176334,12.0,0.26024,3.0,0.008058,2.0,0.237688,None,None
CN(C)c1ccc(cc1)C(O)=O,OC(=O)C=Cc1cc(cc(c1)N(=O)=O)N(=O)=O,1,6.0,0.730416,1.0,0.573675,4.0,0.608965,4.0,0.241663,5.0,0.472096,9.0,0.066386,10.0,0.329796,16.0,0.054679,7.0,0.177489,15.0,0.033389,1.0,0.045798,None,None
CC1=CC(=O)NC(=N1)N,OC(=O)CCCC(O)=O,1,3.0,1.148718,7.0,0.736722,1.0,0.674258,8.0,0.677298,5.0,0.400567,3.0,0.444821,8.0,0.348293,4.0,0.058093,9.0,0.321331,2.0,0.044808,4.0,0.053311,None,None
COc1ccc(OC)cc1,O=C1C(=C(C#N)C(=O)C(=C1C#N)C#N)C#N,1,3.0,0.371344,2.0,0.890086,10.0,0.316751,9.0,0.759001,9.0,0.296454,11.0,0.520648,None,None,5.0,0.444151,None,None,3.0,0.302736,None,None,4.0,0.299929
CCCNP1(=N[P]2(OCCCN2Cc2ccc(F)cc2)N=P(NCCC)(NCCC)N1)NCCC,OC(=O)c1cc(O)ccc1O,1,21.0,0.796829,5.0,0.883846,4.0,0.791042,9.0,0.833344,18.0,0.58943,7.0,0.728265,22.0,0.534121,8.0,0.319583,6.0,0.440465,10.0,0.182482,12.0,0.386228,3.0,0.030037
BrC(Br)(Br)Br,Cc1ccc2cc(C)ccc2c1,1,2.0,0.530013,6.0,0.274526,4.0,0.358947,12.0,0.190357,3.0,0.205983,8.0,0.048031,1.0,0.123033,1.0,0.005714,None,None,11.0,0.002143,None,None,None,None
c1cc(ccn1)C=Cc1ccncc1,COc1ccc(cc1)C(O)=O,1,8.0,1.200351,6.0,0.647507,2.0,0.66995,10.0,0.552508,11.0,0.598334,2.0,0.53396,13.0,0.228476,5.0,0.430536,10.0,0.226396,9.0,0.319415,None,None,8.0,0.22917
CC(=O)c1c2ccccc2cc2ccccc12,OC(=O)c1c(F)c(F)c(Br)c(F)c1F,1,2.0,0.93391,3.0,1.139598,15.0,0.922197,8.0,1.072628,5.0,0.74323,6.0,0.948312,12.0,0.647089,2.0,0.711617,14.0,0.605526,11.0,0.456463,4.0,0.467886,5.0,0.2015
C(Cc1ccncc1)c1ccncc1,OC(=O)c1ccc(Br)cc1,1,14.0,0.968818,2.0,0.669372,11.0,0.908279,5.0,0.389021,7.0,0.602138,1.0,0.386799,13.0,0.570833,9.0,0.383382,6.0,0.321555,3.0,0.202921,4.0,0.315766,4.0,0.115849
Cc1c(C)c(C)c2c(c1C)C1(C)OOC2(C)C(=C1C)C,N#CC(C#N)=C(C#N)C#N,1,18.0,0.53024,4.0,0.717377,8.0,0.520558,9.0,0.332311,12.0,0.41643,10.0,0.284748,4.0,0.40145,2.0,0.144818,20.0,0.38708,5.0,0.135715,9.0,0.386392,1.0,0.10746
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,NS(=O)(=O)CC1=NOc2ccccc12,1,11.0,0.823107,9.0,0.492461,3.0,0.542988,6.0,0.388861,6.0,0.539281,13.0,0.379216,9.0,0.359856,1.0,0.375284,10.0,0.347361,5.0,0.337472,8.0,0.27283,7.0,0.164336
c1cnccn1,OC(=O)CCCC(O)=O,1,4.0,0.834773,4.0,0.64222,1.0,0.476297,8.0,0.598079,3.0,0.191863,5.0,0.392236,None,None,1.0,0.318336,None,None,3.0,0.252785,None,None,7.0,0.136314
C1OC(C2OCN3Cc4ccccc4N=C23)C2=Nc3ccccc3CN12,Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,1,20.0,0.978957,18.0,1.026598,21.0,0.820047,19.0,0.42001,14.0,0.794427,13.0,0.392491,18.0,0.781721,2.0,0.364144,6.0,0.66748,16.0,0.302161,13.0,0.656844,20.0,0.285417
C1=CC=C(C(=C1)C(=O)O)O,CC1CCC(C(C1)O)C(C)C,0,2.0,-0.480956,4.0,-1.415085,7.0,-0.364153,7.0,-0.921714,None,None,9.0,-0.614975,None,None,11.0,-0.492894,None,None,10.0,-0.477817,None,None,5.0,-0.22669
C1=CC(=CC=C1C(=O)O)F,C1=CC(=CC=C1O)O,0,6.0,-0.236527,5.0,-0.724568,7.0,-0.08967,8.0,-0.391266,None,None,4.0,-0.192426,None,None,1.0,-0.072083,None,None,3.0,-0.055382,None,None,6.0,-0.055376
c1ccc2cc3ccccc3cc2c1,OC(=O)c1cc(Br)c(C#N)c(Br)c1,1,10.0,0.719517,7.0,0.776527,8.0,0.503448,1.0,0.250643,13.0,0.48885,10.0,0.226395,12.0,0.386032,9.0,0.120531,3.0,0.366228,5.0,0.119477,6.0,0.062265,8.0,0.107177
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,OC1CCCCC1,1,11.0,0.636347,5.0,0.967466,6.0,0.348335,7.0,0.528384,9.0,0.345239,1.0,0.377934,2.0,0.180998,2.0,0.218983,13.0,0.160052,4.0,0.075318,15.0,0.152107,None,None
c1cc(ccn1)N=Nc1ccncc1,Ic1ccc(I)cc1,1,11.0,0.698684,4.0,0.653375,4.0,0.481405,6.0,0.37717,3.0,0.223212,8.0,0.212282,13.0,0.017528,5.0,0.165488,None,None,None,None,None,None,None,None
O=C1NCCN1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,1,5.0,1.138855,5.0,0.547426,3.0,0.499629,10.0,0.544848,4.0,0.214646,8.0,0.50876,None,None,11.0,0.508493,None,None,2.0,0.492175,None,None,9.0,0.490314
Fc1c(F)c(I)c(F)c(F)c1I,Nc1cnc(Br)cn1,1,5.0,0.523075,6.0,0.592098,9.0,0.247027,1.0,0.518919,11.0,0.189264,8.0,0.414203,4.0,0.038076,4.0,0.313887,None,None,None,None,None,None,None,None
N#Cc1nc(C#N)c(nc1C#N)C#N,NC(=S)NN=C1CCCc2ccccc12,1,11.0,0.280499,13.0,1.479398,6.0,0.187406,3.0,1.322729,4.0,0.051023,1.0,0.757092,14.0,0.038757,6.0,0.641256,None,None,14.0,0.423522,None,None,4.0,0.302988
COc1ccc(OCCCN(C)CCOc2ccc3OCOc3c2)c(c1)C1Sc2ccccc2N(C)C1=O,OC(C(O)=O)c1ccccc1,1,17.0,0.946676,3.0,0.856532,10.0,0.918585,4.0,0.468238,7.0,0.875988,7.0,0.449636,11.0,0.667762,11.0,0.421605,18.0,0.648734,2.0,0.353954,26.0,0.572131,None,None
c1cc(ccn1)c1ccncc1,OC(=O)c1cc(F)cc(c1)C(O)=O,1,4.0,1.195399,11.0,0.804094,1.0,0.824272,9.0,0.593888,11.0,0.752698,12.0,0.577709,10.0,0.326369,2.0,0.441966,12.0,0.280345,4.0,0.138929,5.0,0.152732,3.0,0.090918
CC(C)COc1ccncc1NC(=O)c1cc(C(=O)Nc2cnccc2OCC(C)C)c(OCC(C)C)cc1OCC(C)C,FC(F)(I)C(F)(F)I,1,18.0,0.698551,8.0,1.046209,44.0,0.612674,5.0,0.403697,28.0,0.57327,3.0,0.159268,9.0,0.560848,4.0,0.149207,26.0,0.506292,1.0,0.135723,19.0,0.501953,None,None
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,Oc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,1,15.0,1.014421,17.0,1.1988,18.0,0.866425,15.0,0.704238,7.0,0.635315,10.0,0.685493,4.0,0.628818,6.0,0.674569,9.0,0.511053,4.0,0.572924,11.0,0.353024,14.0,0.502352
c1cc(ccn1)C=Cc1ccncc1,OCC#CCO,1,3.0,0.88223,2.0,0.284064,13.0,0.805734,4.0,0.060671,9.0,0.585427,5.0,0.002138,14.0,0.498167,None,None,12.0,0.368822,None,None,1.0,0.240589,None,None
Cc1cc(Cl)nc(N)n1,OC(=O)c1ccc(cc1)N(=O)=O,1,4.0,0.635537,8.0,1.025661,7.0,0.352165,5.0,0.895128,2.0,0.288718,3.0,0.648467,5.0,0.278589,1.0,0.62607,6.0,0.26328,7.0,0.207552,9.0,0.136068,None,None
C(CC(=O)O)CC(=O)O,CC(C(C)C(=O)O)C(=O)O,0,5.0,-0.650312,10.0,-0.868188,8.0,-0.578398,5.0,-0.262243,4.0,-0.347434,7.0,-0.111478,7.0,-0.17191,1.0,-0.007223,None,None,None,None,None,None,None,None
Nc1ccc(cc1)C(O)=O,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,8.0,0.590204,10.0,0.892666,2.0,0.542858,3.0,0.834925,1.0,0.415839,7.0,0.4417,7.0,0.412193,4.0,0.387399,10.0,0.387223,11.0,0.231256,3.0,0.057577,9.0,0.02355
C1COCCOCCOCCOCCOCCO1,Nc1nc(N)c(F)cc1F,1,8.0,1.320213,10.0,1.577577,14.0,0.554698,5.0,0.570976,4.0,0.553665,9.0,0.369966,16.0,0.431957,3.0,0.201724,1.0,0.272266,7.0,0.201572,13.0,0.198956,8.0,0.143072
C1=CC(=CC(=C1)O)N,C1=CC(=CC(=C1)O)O,0,3.0,-0.921444,5.0,-0.635537,7.0,-0.621794,6.0,-0.417351,4.0,-0.445264,8.0,-0.404199,5.0,-0.164635,4.0,-0.316573,None,None,None,None,None,None,None,None
Cc1ccc2ccc3ccc(C)nc3c2n1,Oc1cc(Cl)cc(Cl)c1O,1,7.0,0.9015,3.0,0.897622,2.0,0.809906,1.0,0.837873,16.0,0.663819,9.0,0.664288,15.0,0.630742,7.0,0.600526,3.0,0.519645,10.0,0.394942,6.0,0.235954,4.0,0.013444
NC1=Nc2ccccc2S1,Oc1ccccc1C=NC1=Nc2ccccc2S1,1,7.0,0.910409,5.0,0.826159,8.0,0.496717,10.0,0.377405,5.0,0.335389,7.0,0.360776,9.0,0.236302,17.0,0.341215,10.0,0.181394,3.0,0.300719,None,None,14.0,0.199253
CN1C(=O)N(C)C2=C(NC=N2)C1=O,Nc1ccc(cc1)C(O)=O,1,9.0,0.911309,10.0,1.200074,13.0,0.613989,3.0,0.60108,2.0,0.283554,9.0,0.587867,11.0,0.20859,8.0,0.139568,4.0,0.139208,4.0,0.123333,12.0,0.036217,None,None
C1=CC=C(C=C1)C2=CC=CC=C2,C1=CC=C2C(=C1)C=CN2,0,9.0,-0.824725,2.0,-0.501118,11.0,-0.484508,7.0,-0.118221,1.0,-0.429724,None,None,2.0,-0.40338,None,None,8.0,-0.3163,None,None,4.0,-0.249215,None,None
c1ccc2c(c1)N(c1ccc(cc1)N1c3ccccc3c3ccccc13)c1ccccc21,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1,17.0,1.017159,3.0,0.856931,16.0,0.970563,9.0,0.770207,12.0,0.963521,15.0,0.728782,25.0,0.893606,2.0,0.56445,2.0,0.658495,8.0,0.467326,7.0,0.48391,13.0,0.425928
C1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-],C1=CC(=CC=C1[N+](=O)[O-])[N+](=O)[O-],0,10.0,-0.57715,6.0,-1.010908,7.0,-0.413386,7.0,-0.773969,1.0,-0.364548,4.0,-0.659116,11.0,-0.200611,9.0,-0.155454,12.0,-0.06993,2.0,-0.03831,None,None,None,None
COc1nc(OC)c(nc1N(=O)=O)N(=O)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,8.0,1.009909,14.0,0.987559,11.0,0.831294,27.0,0.90217,14.0,0.794635,1.0,0.808257,2.0,0.524976,19.0,0.763003,13.0,0.456542,8.0,0.760638,16.0,0.249218,25.0,0.617364
CC1=C(C)SC(S1)=C1C(=O)c2ccccc2C1=O,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1,5.0,0.81399,5.0,0.843715,11.0,0.808946,7.0,0.50726,13.0,0.664069,11.0,0.411079,7.0,0.40444,15.0,0.404348,18.0,0.281987,3.0,0.316206,14.0,0.237533,9.0,0.283645
c1ccc(cc1)c1c(c2ccccc2)c(c2ccccc2)c(c2ccccc2)c(c2ccccc2)c1c1ccccc1,COc1ccccc1,1,32.0,1.295294,5.0,0.396595,19.0,1.023178,7.0,0.376793,21.0,0.948363,6.0,0.3187,34.0,0.876424,None,None,40.0,0.856295,None,None,3.0,0.772376,None,None
COc1ccc(cc1)N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1ccc(OC)cc1,OC(=O)C(F)(F)F,1,22.0,0.821913,1.0,1.061859,35.0,0.812657,7.0,0.424242,20.0,0.690013,2.0,0.102557,1.0,0.560322,6.0,0.022076,9.0,0.502898,None,None,8.0,0.385398,None,None
C(Cc1ccncc1)c1ccncc1,CCCCNC(=O)OCC#CI,1,9.0,1.201885,9.0,0.7826,13.0,0.900476,12.0,0.571396,10.0,0.663298,11.0,0.443313,7.0,0.604843,7.0,0.358573,11.0,0.533259,None,None,3.0,0.269577,None,None
NNC(=O)C(=O)NN,NNC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1,1,5.0,0.712801,8.0,0.705797,2.0,0.521652,17.0,0.510503,7.0,0.266713,6.0,0.452085,8.0,0.23644,12.0,0.421824,1.0,0.15529,15.0,0.319925,None,None,3.0,0.280281
C1COC2=C(O1)SC(S2)=C1SC2=C(SCCS2)S1,COC1=CC(C(=CC1=C(C#N)C#N)OC)=C(C#N)C#N,1,1.0,0.948612,18.0,1.325925,3.0,0.655976,1.0,0.702361,17.0,0.651225,11.0,0.571972,6.0,0.508426,15.0,0.509128,14.0,0.435957,7.0,0.443979,4.0,0.426745,3.0,0.299613
CN(C)c1ccncc1,Oc1ccc(Br)cc1,1,9.0,0.785476,5.0,0.594963,3.0,0.373747,6.0,0.52791,5.0,0.27732,1.0,0.329941,8.0,0.254631,3.0,0.157272,None,None,8.0,0.143731,None,None,7.0,0.130123
Brc1ccc2N3CN(Cc2c1)c1ccc(Br)cc1C3,Clc1ccc2N3CN(Cc2c1)c1ccc(Cl)cc1C3,1,13.0,1.009017,17.0,0.972363,11.0,0.581953,16.0,0.492788,3.0,0.378471,2.0,0.475129,16.0,0.345998,3.0,0.350851,9.0,0.335216,14.0,0.337388,7.0,0.263561,8.0,0.305728
CC(=O)OCC(COC(C)=O)OC(C)=O,O=N(=O)N1C2C3N(C1C1N(C(C(N3N(=O)=O)N1N(=O)=O)N2N(=O)=O)N(=O)=O)N(=O)=O,1,9.0,0.828796,7.0,0.576753,6.0,0.663353,24.0,0.568876,4.0,0.566531,19.0,0.56467,2.0,0.440609,5.0,0.404677,13.0,0.429647,11.0,0.300764,5.0,0.378234,26.0,0.295955
c1cc(ccn1)C=Cc1ccncc1,IC(I)=C(I)I,1,5.0,0.619965,1.0,0.598804,8.0,0.585614,4.0,0.399301,9.0,0.371209,5.0,0.250777,7.0,0.322892,None,None,11.0,0.303449,None,None,12.0,0.142225,None,None
C(N1C=Nc2ccccc12)c1ccc(CN2C=Nc3ccccc23)cc1,ON=C(C#N)c1ccc(Br)cc1,1,11.0,1.14045,4.0,1.033819,18.0,1.018264,6.0,0.556341,25.0,0.791714,11.0,0.455183,7.0,0.744447,2.0,0.356983,15.0,0.687796,10.0,0.195199,6.0,0.493128,None,None
c1cc(ccn1)c1ccncc1,Oc1cc(O)cc(O)c1,1,9.0,0.848995,5.0,0.387488,7.0,0.368597,8.0,0.248269,1.0,0.22771,9.0,0.203594,None,None,6.0,0.202917,None,None,2.0,0.00519,None,None,None,None
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,OC(=O)c1ccc(O)cc1O,1,22.0,0.729293,7.0,1.121606,9.0,0.595654,8.0,0.30956,18.0,0.559802,1.0,0.305337,3.0,0.419445,2.0,0.287227,21.0,0.402607,4.0,0.283979,17.0,0.324415,10.0,0.249408
c1cc(ccn1)c1ccncc1,NC(=O)N1c2ccccc2C=Cc2ccccc12,1,2.0,0.692102,5.0,0.826459,9.0,0.465531,6.0,0.655635,1.0,0.449478,11.0,0.616207,10.0,0.104319,10.0,0.481288,6.0,0.019202,18.0,0.462199,None,None,12.0,0.320807
c1ccc(cc1)c1ccccc1,Fc1c(F)c(I)c(F)c(F)c1I,1,11.0,0.740964,11.0,0.911836,1.0,0.20459,8.0,0.535139,3.0,0.197492,1.0,0.532853,7.0,0.195144,9.0,0.417877,5.0,0.122657,5.0,0.347047,9.0,0.045833,3.0,0.345518
c1ccc(cc1)N=Nc1ccncc1,IC#Cc1ccc(cc1)N(=O)=O,1,10.0,0.196736,12.0,0.648529,2.0,0.06185,10.0,0.560584,None,None,7.0,0.534738,None,None,2.0,0.140525,None,None,None,None,None,None,None,None
CC(C)=NOC(=O)Nc1ccccc1,CC(C)N(C(C)C)C(=O)Nc1ccccc1,1,4.0,0.722133,2.0,1.211319,9.0,0.635351,3.0,0.759771,13.0,0.415444,15.0,0.684893,14.0,0.349219,8.0,0.545498,1.0,0.297631,16.0,0.52236,2.0,0.220176,14.0,0.441476
c1cc(ccn1)c1ccncc1,Oc1ccc(Cl)cc1Sc1cc(Cl)ccc1O,1,1.0,0.555642,10.0,1.372321,11.0,0.37081,14.0,0.548771,3.0,0.281251,12.0,0.524646,2.0,0.183822,7.0,0.358388,12.0,0.143699,13.0,0.286853,8.0,0.128178,6.0,0.071461
CN1C=NC2=C1C(=O)N(C)C(=O)N2C,OC(=O)c1cc(Cl)ccc1O,1,14.0,1.043788,11.0,0.248673,2.0,1.013211,2.0,0.158445,11.0,0.718874,7.0,0.116154,10.0,0.681427,3.0,0.105137,9.0,0.557818,None,None,12.0,0.25549,None,None
C(CC(=O)O)CC(=O)O,C1=C(N=CC(=N1)Br)N,0,2.0,-0.537662,1.0,-1.271131,1.0,-0.369984,3.0,-0.634898,9.0,-0.072061,None,None,3.0,-0.00849,None,None,None,None,None,None,None,None,None,None
O=N(=O)c1cccc2ncccc12,OC(=O)c1cccc(Cl)c1N(=O)=O,1,3.0,0.5111,8.0,0.524121,13.0,0.493003,1.0,0.417388,7.0,0.432467,6.0,0.333902,6.0,0.249258,13.0,0.223155,4.0,0.07092,10.0,0.141494,8.0,0.019289,11.0,0.030741
c1ccc2nccnc2c1,OC(=O)c1ccc(O)cc1,1,3.0,0.719529,1.0,1.334109,7.0,0.409888,9.0,0.711914,9.0,0.402157,10.0,0.556468,1.0,0.280697,5.0,0.150452,5.0,0.279475,6.0,0.001278,4.0,0.188616,None,None
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,C1C2=CC=CC=C2C3=CC=CC=C31,0,7.0,-0.519271,8.0,-0.591516,15.0,-0.475819,3.0,-0.553799,5.0,-0.415396,4.0,-0.505065,10.0,-0.402919,1.0,-0.424708,None,None,5.0,-0.321553,None,None,10.0,-0.307722
C1CNCCN1,Oc1ccc(Sc2ccc(O)cc2)cc1,1,6.0,0.332111,12.0,0.97303,2.0,0.14999,1.0,0.457123,5.0,0.001431,5.0,0.405838,None,None,8.0,0.289768,None,None,14.0,0.192685,None,None,10.0,0.139855
C(C(C(=O)O)O)C(=O)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,0,3.0,-0.94483,3.0,-0.543474,4.0,-0.340594,5.0,-0.507989,2.0,-0.200333,16.0,-0.417135,5.0,-0.176274,14.0,-0.359063,8.0,-0.137943,2.0,-0.238092,6.0,-0.127077,6.0,-0.218483
N#Cc1ccncc1,OC(=O)c1ccccc1Br,1,1.0,0.363179,3.0,1.213441,8.0,0.317101,7.0,0.430631,5.0,0.315907,5.0,0.395632,7.0,0.241401,8.0,0.329613,4.0,0.03071,2.0,0.039775,None,None,9.0,0.013199
C1=CC(=CC=C1I)I,C1=CC=C(C=C1)C2=CC=NC=C2,0,6.0,-1.258691,9.0,-0.797562,1.0,-0.537945,12.0,-0.558442,7.0,-0.077318,10.0,-0.379597,None,None,3.0,-0.131059,None,None,4.0,-0.055242,None,None,None,None
C1=CC(=CC=C1Cl)Cl,C1=CC=C2C=CC=CC2=C1,0,3.0,-0.979976,1.0,-0.123229,5.0,-0.945416,None,None,2.0,-0.598804,None,None,7.0,-0.432866,None,None,4.0,-0.306957,None,None,None,None,None,None
NNC(=O)c1ccncc1,OC(=O)c1ccc(cc1)C(O)=O,1,8.0,0.99678,7.0,0.464496,6.0,0.760047,9.0,0.241823,1.0,0.471708,1.0,0.236043,2.0,0.211687,8.0,0.170387,5.0,0.036503,5.0,0.126839,None,None,4.0,0.103964
C1Oc2cc3ccccc3cc2OCc2cc3COc4c(OCc3cc12)c1ccccc1c1ccccc41,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,1,1.0,0.711611,15.0,0.860581,20.0,0.518601,9.0,0.435089,6.0,0.382116,12.0,0.352857,28.0,0.325708,2.0,0.314566,37.0,0.316766,14.0,0.135093,27.0,0.259399,11.0,0.05041
[O-][n+]1ccc(cc1)c1cc[n+]([O-])cc1,OC(=O)c1cc2ccccc2cc1O,1,11.0,1.041208,8.0,0.692537,3.0,0.464537,10.0,0.429483,2.0,0.431225,3.0,0.317055,9.0,0.185623,14.0,0.278785,10.0,0.124004,4.0,0.268835,None,None,6.0,0.22994
